English,Spanish
"6. The CHAIRMAN noted that earlier in the session there had been a lack of clarity regarding follow-up actions and that as a result some of the exchanges with States parties had not been very rewarding.
","6. El PRESIDENTE señala que en el anterior período de sesiones ha habido una falta de claridad en lo que se refiere a las medidas de seguimiento y que, como resultado de ello, los intercambios con los Estados partes no han sido muy provechosos.
"
"Mr. Simma had kindly prepared a note on the subject (E/C.12/1992/WP.15).
","El Sr. Simma ha tenido la amabilidad de preparar una nota sobre el tema (E/C.12/1992/WP.15).
"
"Since the note was available only in English, he invited Mr. Simma to read it out so that it could be interpreted into the other working languages and then to introduce it.
","Como la nota sólo existe en inglés, invita al Sr. Simma a que la lea para que pueda interpretarse en los demás idiomas de trabajo y, posteriormente, a que haga su presentación.
"
"7. Mr. SIMMA, after reading out his note explained that, of the four paragraphs, paragraphs 1 and 2 were introductory and paragraph 3 listed the options open to the Committee.
","7. El Sr. SIMMA, después de leer su nota, explica que de los cuatro párrafos, los párrafos 1 y 2 son de carácter introductorio y el párrafo 3 recoge las opciones de que dispone el Comité.
"
"Paragraph 4 was concerned with situations in which the Committee considered that it was unable to obtain information through the channels indicated in paragraph 3 and represented an attempt to codify the action already taken by the Committee in the case of the Dominican Republic and Panama.
","El párrafo 4 se refiere a situaciones en las que el Comité considera que no puede obtener información por los canales señalados en el párrafo 3 y constituye un intento de sistematizar las acciones ya emprendidas por el Comité en los casos de la República Dominicana y Panamá.
"
"The note might appear to be too broad, but in view of the procedural problems with which the Committee had been confronted the situation needed clarification.
","La nota puede parecer excesivamente amplia, pero ante los problemas de procedimiento que ha enfrentado el Comité la situación necesita clarificación.
"
"8. Mr. WIMER ZAMBRANO said that the procedure involved was of a delicate nature.
","8. El Sr. WIMER ZAMBRANO dice que el procedimiento de que se trata es delicado.
"
"He wondered what name should be given to the persons acting on behalf of the Committee.
","Se pregunta qué nombre hay que dar a las personas que actúan en nombre del Comité.
"
"9. The CHAIRMAN noted that the term used in Mr. Simma's note was ""Committee representative(s)"".
","9. El PRESIDENTE observa que el término utilizado en la nota del Sr. Simma es ""representante o representantes del Comité"".
"
"To use ""country rapporteur"" would lead to confusion.
","Emplear el término ""relator del país"" inducirá a confusión.
"
"10. Mr. SIMMA said that ""Committee representative(s)"" was the designation which he had in mind.
","10. El Sr. SIMMA dice que ""representante o representantes del Comité"" es la designación que tiene en mente.
"
"It was neutral enough to allow for various functions and was different from the nomenclature employed by the Commission on Human Rights.
","Es suficientemente neutra como para incluir diversas funciones y se aparta de la nomenclatura empleada por la Comisión de Derechos Humanos.
"
"He therefore suggested that it should be used as the official term.
","Propone, por tanto, que se la utilice como término oficial.
"
"11. It was so agreed.
","11. Así queda acordado.
"
"12. Mr. WIMER ZAMBRANO pointed out that the mission itself also needed to be given a name.
","12. El Sr. WIMER ZAMBRANO señala que hay que dar un nombre a la misión misma.
"
"13. The CHAIRMAN observed that in paragraph 4 the term ""on-site visit"" was used.
","13. El PRESIDENTE observa que en el párrafo 4 se emplea el término ""visita sobre el terreno"".
"
"That seemed to be a good description.
","Parece ser una buena descripción.
"
"14. Mr. SIMMA remarked that ""on-site"" sounded too much like a disarmament operation.
","14. El Sr. SIMMA observa que ""sobre el terreno"" suena demasiado a una operación de desarme.
"
"The term ""visit by representatives of the Committee"" was unlikely to upset States parties' sensitivities.
","No es probable que el término ""visita de representantes del Comité"" provoque susceptibilidades en los Estados partes.
"
"15. Mr. MRATCHKOV said that the most important paragraph in the well-prepared note was paragraph 4.
","15. El Sr. MRATCHKOV dice que el párrafo más importante de la nota que se ha preparado bien, es el 4.
"
"The two cases which the Committee had come across so far - the Dominican Republic and Panama - had been rather different.
","Los dos casos abordados hasta el momento por el Comité -la República Dominicana y Panamá- han sido bastante diferentes.
"
"The mission sent pursuant to the decision taken at the Committee's sixth session and endorsed by the Economic and Social Council had been an advisory mission, whereas the text of paragraph 4 was more concerned with establishing direct contact for the purpose of obtaining further information on the situation within the country concerned.
","La misión enviada con arreglo a la decisión adoptada en el sexto período de sesiones del Comité y respaldada por el Consejo Económico y Social ha sido una misión de asesoramiento, mientras que el texto del párrafo 4 se refiere más bien al establecimiento de contacto directo a fin de obtener mayor información sobre la situación del país interesado.
"
"Advising a Government through the provision of technical assistance by the Committee and the collection of information were not the same thing.
","No es lo mismo asesorar a un gobierno mediante la prestación de asistencia técnica por el Comité que recopilar información.
"
"16. The CHAIRMAN suggested that an additional paragraph was needed.
","16. El PRESIDENTE sugiere que hace falta un párrafo adicional.
"
"Paragraph 4 was essentially concerned with ascertaining the facts.
","El párrafo 4 se refiere fundamentalmente a la determinación de los hechos.
"
"The Committee representatives could first, on the basis of their observations, make recommendations to the Committee, which could then, if appropriate, offer advice to the Government in question.
","Los representantes del Comité podrían, en primer lugar y basándose en sus observaciones, formular recomendaciones al Comité, que posteriormente, si procede, podría ofrecer asesoramiento al gobierno.
"
"The decision taken by the Economic and Social Council in 1991 had omitted the first phase, which was rightly included in Mr. Simma's note.
","La decisión adoptada por el Consejo Económico y Social en 1991 ha omitido la primera fase, que figura acertadamente en la nota del Sr. Simma.
"
"17. Mr. SIMMA agreed that paragraph 4 of the note dealt with the situation in which the Committee had been unable to obtain the necessary information to conclude its dialogue with the State party, although there was a reference to the advisory services programme in the last sentence.
","17. El Sr. SIMMA concuerda en que el párrafo 4 de la nota trata del caso en que el Comité no ha podido obtener la información necesaria para concluir su diálogo con el Estado parte, aunque hay una alusión al programa de servicios de asesoramiento en la última frase.
"
"In the light of Mr. Mratchkov's comment it might be advisable to add a paragraph 5 or a subparagraph (b), making paragraph 4 subparagraph (a).
","Teniendo en cuenta el comentario del Sr. Mratchkov quizá sea aconsejable añadir un párrafo 5 o un apartado b), con lo que el párrafo 4 se convertiría en apartado a).
"
"The new paragraph or subparagraph could codify procedures followed the previous year with regard to the Dominican Republic, where the situation had been different, since the Government had not refuted the factual information before the Committee, whereas Panama had expressly done so.
","El nuevo párrafo o apartado podría sistematizar los procedimientos seguidos el año anterior con respecto a la República Dominicana, cuya situación era diferente, pues el Gobierno no ha refutado la información objetiva que el Comité tiene ante sí, mientras que Panamá sí lo ha hecho explícitamente.
"
"18. Mr. WIMER ZAMBRANO also agreed with Mr. Mratchkov but was not in favour of having two paragraphs instead of one.
","18. El Sr. WIMER ZAMBRANO también está de acuerdo con el Sr. Mratchkov, pero no es partidario de que haya dos párrafos en lugar de uno.
"
"Many different situations might arise; the case of Panama involved not only a different interpretation of the facts but two different versions of them: the assertion that the information the Committee possessed did not coincide with the facts of the situation as described by the representative of Panama.
","Pueden surgir muchas situaciones diferentes; el caso de Panamá supone no sólo una interpretación diferente de los hechos, sino dos versiones diferentes de los mismos: la afirmación de que la información que el Comité posee no coincide con los hechos de la situación descrita por el representante de Panamá.
"
"Instead of being divided, elements should be added to the paragraph in order to provide for flexibility in carrying out the visit; it was not just a question of making contact with the Government but of gleaning in situ information that had been denied to the Committee.
","En lugar de dividirlos, habría que añadir nuevos elementos al párrafo, a fin de que la visita pueda desarrollarse con flexibilidad; no se trata simplemente de establecer contacto con el Gobierno, sino de recopilar in situ información que ha sido negada al Comité.
"
"19. Mr. TEXIER supported Mr. Wimer Zambrano's proposal: the mandate given to visiting experts should be relatively general.
","19. El Sr. TEXIER apoya la propuesta del Sr. Wimer Zambrano: el mandato conferido a los expertos visitantes debe ser relativamente general.
"
"Contacts with the State were important but it was also important to have contacts with society at large.
","Los contactos con el Estado son importantes, pero también lo son los contactos con el conjunto de la sociedad.
"
"It was important to have several sources of information; in the case of the Dominican Republic and also of Panama, much information had come from non-governmental sources.
","Es importante contar con diversas fuentes de información; en los casos de la República Dominicana y Panamá mucha información ha llegado de fuentes no gubernamentales.
"
"Since such missions would be few in number their mandate should be as broad as possible.
","Como estas misiones serán escasas, su mandato debe ser lo más amplio posible.
"
"20. Mr. SIMMA, agreeing with previous speakers, said that he was prepared to redraft the paragraph and would take account of their observations.
","20. El Sr. SIMMA, coincidiendo con los oradores que le han precedido, dice que está dispuesto a volver a redactar el párrafo y que tomará en consideración sus observaciones.
"
"21. Mr. MUTERAHEJURU asked for clarifications about the conditions that had to be fulfilled before the Committee deemed it necessary to send representatives to visit a country.
","21. El Sr. MUTERAHEJURU pide clarificaciones sobre las condiciones que han de cumplirse para que el Comité considere necesario enviar representantes a visitar un país.
"
"Mr. Simma might indeed have credible sources of information, but was it the case that each time a State party denied the validity of information furnished by members of the Committee which called that State party into question, the Committee would be justified in making an on-site visit?
","Quizá el Sr. Simma ha dispuesto de fuentes solventes de información, pero ¿es que cada vez que un Estado parte niegue la validez de la información proporcionada por miembros del Comité que ponga en tela de juicio a ese Estado, podrá llevarse a cabo una visita in situ del Comité?
"
"22. The CHAIRMAN pointed out that the procedure in question was not one that the Committee could impose on a State party.
","22. El PRESIDENTE señala que el Comité no puede imponer a un Estado parte ese tipo de procedimiento.
"
"It consisted of a request to the State party to invite a representative of the Committee, and it remained entirely at the discretion of the Government whether or not to accept such a mission.
","Se trata de una petición al Estado parte para que invite a un representante del Comité, quedando enteramente a la discreción del gobierno aceptar o no dicha misión.
"
"The Committee had to be satisfied that there was cause for grave concern and would need to have exhausted other means of obtaining the relevant information.
","El Comité ha de tener la seguridad de que existen motivos de grave preocupación y ha de haber agotado los otros medios de obtener la información pertinente.
"
"Those conditions had been fulfilled in the case of Panama.
","Estas condiciones se han cumplido en el caso de Panamá.
"
"As Mr. Texier had said, the procedure was not one which the Committee would wish to use very often, but in his view it was an option that should be kept open.
","Como ha dicho el Sr. Texier, no se trata de un procedimiento al que el Comité desee recurrir con mucha frecuencia, pero en su opinión es una posibilidad que no debe descartarse.
"
"23. Mrs. JIMENEZ BUTRAGUEÑO, congratulating Mr. Simma on the presentation of his paper, said that she did not think it advisable to stress in paragraph 4 that the Committee's visits should not be considered analogous to the appointment of a special rapporteur of the Commission on Human Rights.
","23. La Sra. JIMENEZ BUTRAGUEÑO felicita al Sr. Simma por la presentación de su documento y dice que no considera aconsejable subrayar en el párrafo 4 que no hay que considerar las visitas del Comité análogas a la designación de un relator especial de la Comisión de Derechos Humanos.
"
"It would be better to refrain from making any reference to a special rapporteur.
","Sería mejor abstenerse de toda alusión a un relator especial.
"
"24. Mr. MARCHAN ROMERO, agreeing with Mrs. Jimenez Butragueño, said that it would be inadvisable to make specific reference to a special rapporteur since a reader would immediately ask what was the special rapporteur's role.
","24. El Sr. MARCHAN ROMERO coincide con la Sra. Jiménez Butragueño y dice que no sería conveniente aludir concretamente a un relator especial, pues cualquier lector podría preguntar inmediatamente cuáles son las funciones del relator especial.
"
"Analogies or dissimilarities with other human rights bodies should not be pointed out unless strictly necessary, which was not the case in paragraph 4.
","No hay que señalar analogías o disimilitudes con otros órganos de derechos humanos a menos que sea estrictamente necesario, que no es el caso del párrafo 4.
"
"25. Mr. KONATE, thanking Mr. Simma for his note, observed that it was not clear to him from paragraph 3 at what moment the Committee had to choose from among the various options that were mentioned.
","25. El Sr. KONATE da las gracias al Sr. Simma por su nota y observa que para él no queda claro, en el párrafo 3, en qué momento el Comité ha de escoger una de las diversas posibilidades mencionadas.
"
"With regard to paragraph 4, the idea of an on-site visit should aim at two objectives, and the idea of advisory services should be given preference in order to make the mission more acceptable.
","En cuanto al párrafo 4, la idea de una visita in situ debe perseguir dos objetivos y debe darse preferencia a la idea de los servicios de asesoramiento, a fin de hacer más aceptable la misión.
"
"If the visit, by means of its advisory services, helped a Government to overcome obstacles and proposed solutions, Governments would be much more inclined to accept the visit.
","Si la visita, con sus servicios de asesoramiento, contribuye a que el gobierno supere los obstáculos y proponga soluciones, los gobiernos se sentirán mucho mejor dispuestos a aceptar la visita.
"
"On the other hand if the mission had as its sole object to make a report to the Committee, States parties might see it as a form of censure.
","Por otra parte, si la misión tuviera como su único objetivo preparar un informe para el Comité, los Estados partes podrían verla como una forma de censura.
"
"He therefore counselled prudence and pragmatism, given that the Committee's objective was not only to collect information about the country but to proceed, together with the Government, to evaluate the situation and to make recommendations not only for the measures the Government should take but for measures involving international cooperation.
","consiguiente, prudencia y pragmatismo, dado que el objetivo del Comité no es sólo reunir información sobre el país, sino proceder, junto con el gobierno, a evaluar la situación y formular recomendaciones, no únicamente sobre las medidas que el gobierno debe tomar, sino sobre medidas que suponen la cooperación internacional.
"
"To decribe the mission as one of evaluation would greatly help the Committee's action.
","Describir la misión como de evaluación contribuiría grandemente a la labor del Comité.
"
"26. Mr. MRATCHKOV said it was apparent that there was a wide variety of sensitive circumstances that might precipitate recourse to the procedure described in paragraph 4.
","26. El Sr. MRATCHKOV dice que está claro que existe una amplia gama de situaciones sensibles que pueden obligar a recurrir al procedimiento descrito en el párrafo 4.
"
"It might be useful for the Committee to look beyond the practices followed by the United Nations human rights monitoring bodies, such as the appointment of special rapporteurs, and look to other agencies for guidance.
","Quizá sea de utilidad que el Comité no limite su examen a las prácticas seguidas por los órganos de vigilancia de las Naciones Unidas en materia de derechos humanos, tales como el nombramiento de relatores especiales, y recabe orientación a otros organismos.
"
"The International Labour Organisation, for example, had been engaged in a process of direct contacts with Governments for over 30 years, organizing country visits not so much of inspection as of technical assistance.
","La Organización Internacional del Trabajo, por ejemplo, lleva más de 30 años practicando el contacto directo con los gobiernos, organizando visitas a los países, no tanto con fines de inspección cuanto de asistencia técnica.
"
"The initial contacts were made on an unofficial basis by the Secretariat of the Organisation, the International Labour Office, following which the visit procedure proper was formally initiated by the State concerned in the form of an official invitation from its Government to the ILO.
","Los contactos iniciales los realiza con carácter oficioso la secretaría de la organización, la Oficina Internacional del Trabajo; a continuación, el Estado interesado inicia oficialmente el procedimiento de visita propiamente dicho, en forma de invitación oficial de su gobierno a la OIT.
"
"In the case of the Committee, such preliminary background work might be accomplished through the intermediary of the Centre for Human Rights, following which the Committee might designate one or two of its members, together with a representative of the Secretariat, to visit the State concerned, principally with a view to assisting it.
","En el caso del Comité, esta labor preliminar de base podría llevarse a cabo por intermedio del Centro de Derechos Humanos, tras la cual el Comité podría designar a uno o dos de sus miembros, juntamente con un representante de la Secretaría, para visitar el Estado del caso, con el propósito principal de prestarle asistencia.
"
"A decision to send a mission to a country that emanated directly from the Economic and Social Council or the Committee, would, even if it were subject to that country's acceptance, place its Government in a difficult position.
","Una decisión de enviar una misión a un país que procediera directamente del Consejo Económico y Social o del Comité, aun sujeta a la aceptación de ese país, colocaría a su gobierno en una situación difícil.
"
"Non-acceptance would imply a failure to implement the Covenant, but acceptance might be an equally sensitive issue.
","La no aceptación implicaría el incumplimiento del Pacto, pero la aceptación podría ser una cuestión no menos delicada.
"
"It would be wise to allow more time for reflection to refine the procedure to be adopted by the Committee.
","Sería aconsejable consagrar más tiempo a la reflexión para perfeccionar el procedimiento que ha de adoptar el Comité.
"
"27. Mr. WIMER ZAMBRANO agreed that the procedure was one that required careful handling; the lengthy discussion of the subject was proof that all were aware of its extreme sensitivity.
","27. El Sr. WIMER ZAMBRANO está de acuerdo en que es un procedimiento que exige cuidado; el prolongado debate sobre el tema prueba que todos son conscientes de que es sumamente delicado.
"
"However, in the case of Panama, its Government's reply to the Committee had been not merely unsatisfactory and inappropriate but aggressive; by denouncing the information provided by non-governmental organizations it had impugned the Committee's proceedings.
","Pero en el caso de Panamá la respuesta de su Gobierno al Comité no ha sido simplemente insatisfactoria e impropia, sino agresiva; al denunciar la información suministrada por organizaciones no gubernamentales ha impugnado los procedimientos del Comité.
"
"In such circumstances, he failed to see how a mission to a country could be restricted to the provision of technical assistance, or how fruitful and productive discussion could be achieved against a background involving the reported destruction of a community.
","En estas circunstancias no acierta a ver cómo una misión a un país puede limitarse a suministrar asistencia técnica, ni qué debate provechoso y productivo puede producirse con unos antecedentes que suponen la presunta destrucción de una comunidad.
"
"He joined Mr. Texier in considering that while the Committee had to be very careful with regard to the procedures employed, the mission representing the Committee could not merely be one of dialogue with and support for a Government but would have to determine the real facts behind disquieting reports received by the Committee.
","Piensa, como el Sr. Texier, que aunque el Comité debe mostrarse muy cauto con respecto a los procedimientos empleados, la misión en representación del Comité no puede limitarse al diálogo con un gobierno ni al apoyo al mismo, sino que ha de determinar los hechos reales, ante los intranquilizadores informes recibidos por el Comité.
"
"28. The CHAIRMAN said it would be more appropriate for the Committee to defer the discussion of specific cases, such as that of Panama, until the general principle had been decided.
","28. El PRESIDENTE dice que será mejor que el Comité aplace el debate de algunos casos, como el de Panamá, hasta que se haya adoptado una decisión sobre el principio general.
"
"While appreciating the comments calling attention to the need for the Committee to provide technical assistance and advisory services, action incumbent on it under articles 22 and 23 of the Covenant, he considered, like Mr. Wimer Zambrano and Mr. Texier, that the Committee ought in addition to have the option of a flexible and appropriate response to circumstances.
","Aunque agradece las observaciones sobre la necesidad de que el Comité preste asistencia técnica y servicios de asesoramiento, medidas que le competen con arreglo a los artículos 22 y 23 del Pacto, considera, al igual que el Sr. Wimer Zambrano y el Sr. Texier, que el Comité debe tener, además, la posibilidad de reaccionar en forma flexible y adecuada a las circunstancias.
"
"The Committee would further consider the matter at a later meeting, when a revised version of Mr. Simma's note, taking the present discussion into account, would be available.
","El Comité seguirá examinando la cuestión en una sesión posterior, cuando se disponga de una versión revisada de la nota del Sr. Simma, tomando en consideración el presente debate.
"
"ORGANIZATION OF WORK (agenda item 2) (continued)
","ORGANIZACION DE LOS TRABAJOS (tema 2 del programa) (continuación)
"
"29. The CHAIRMAN said that in the context of the work still to be done, the Committee would have to consider the case of the New Zealand Government which had indicated its inability to present its report to the present session a mere few days before its commencement, and which having initially indicated a willingness to come before the Committee in May 1993, currently preferred the November 1993 session for the presentation of its report.
","29. El PRESIDENTE dice que ante el trabajo que todavía queda por hacer, el Comité debería considerar el caso del Gobierno de Nueva Zelandia, que ha señalado la imposibilidad de someter su informe al presente período de sesiones pocos días antes de su comienzo y que, habiendo manifestado inicialmente su voluntad de presentarse ante el Comité en mayo de 1993, actualmente prefiere el período de sesiones de noviembre de 1993 para someter su informe.
"
"He suggested that when the Committee considered the timetable for presentation of reports, the report of New Zealand should be rescheduled for consideration at the May 1993 session, on the understanding that if the New Zealand Government was again unable to attend, a formal decision should be taken at that session to reschedule consideration of the report in November 1993.
","Sugiere que cuando el Comité examine el calendario de presentación de informes, el de Nueva Zelandia se incluya entre las que han de examinarse en el período de sesiones de mayo de 1993, en el entendimiento de que, si una vez más, el Gobierno de Nueva Zelandia no puede asistir, se adoptará una decisión oficial en dicho período de sesiones en el sentido de reprogramar el examen del informe en noviembre de 1993.
"
"On the principle that the Committee had to take a firm stand and indicate to Governments that regular deferrals were not an easy option, the Committee would then have the opportunity to apply its decision that on the third occasion when a report was scheduled for consideration it would proceed whether or not the State party was able to be present.
","Si el Comité parte del principio de que ha de adoptar una firme posición y señalar a los gobiernos que los sistemáticos aplazamientos no son una alternativa fácil, podría entonces dar cumplimiento a su decisión de que en la tercera ocasión en que se haya previsto el examen de un informe lo hará, tanto si el Estado parte puede estar presente como si no.
"
"30. It was so decided.
","30. Así queda acordado.
"
"31. The CHAIRMAN said that the Committee had already decided in principle that the next day of general discussion would focus on the rights of the elderly and the ageing as they related to the Covenant.
","31. El PRESIDENTE dice que el Comité ya ha decidido en principio que el próximo día de debate general estará centrado en los derechos de los ancianos y del envejecimiento en cuanto se relacionan con el Pacto.
"
"He proposed that the Committee should adopt that decision formally.
","Propone que el Comité adopte esa decisión oficialmente.
"
"Furthermore, it would appear to be time for the Committee to take the planning of its days of general discussion more seriously in future.
","Además, parecería que ya es hora que en el futuro el Comité tome la planificación de sus días de debate general con mayor seriedad.
"
"He therefore proposed that, in view of her enthusiasm for the subject, the Committee should invite Mrs. Jiménez Butragueño to undertake the planning of the next day.
","Propone, por tanto, que ante el entusiasmo que ha demostrado por el tema, el Comité invite a la Sra. Jiménez Butragueño a que realice la planificación del próximo día.
"
"It would be understood that that would involve consultation with the Secretariat and access to its advice and assistance in contacting all relevant United Nations agencies both in Geneva and elsewhere for contributions in the form of sending representatives, identifying particular topics or providing already existing or specially written documentation.
","Naturalmente, esto implicará consultas con la Secretaría y la posibilidad de recibir su asesoramiento y asistencia en el contacto con todos los organismos pertinentes de las Naciones Unidas con sede en Ginebra y en otras partes, con vistas a su respectivas contribuciones en forma de envío de representantes, de propuestas de temas o de aportación de documentación ya existente o preparada especialmente.
"
"Individual experts and groups might also be asked to attend or to submit short written comments in advance.
","Quizá se pudiera también pedir que asistieran expertos y grupos particulares o que presentaran por adelantado breves comentarios escritos.
"
"Arrangements would also be made to circulate the relevant documents to members of the Committee in the relevant languages.
","Se tomarán asimismo las medidas del caso para distribuir los documentos pertinentes a los miembros del Comité en los idiomas respectivos.
"
"32. It was so decided.
","32. Así queda acordado.
"
"The meeting rose at 12 noon.
","Se levanta la sesión a las 12.00 horas.
"
"Distr.
","Distr.
"
"GENERAL
","GENERAL
"
"Original: ENGLISH
","Original: INGLES
"
"COMMITTEE ON ECONOMIC, SOCIAL AND CULTURAL RIGHTS
","COMITE DE DERECHOS ECONOMICOS, SOCIALES Y CULTURALES
"
"Seventh session
","Séptimo período de sesiones
"
"SUMMARY RECORD OF THE 21st MEETING
","ACTA RESUMIDA DE LA 21ª SESION
"
"Held at the Palais des Nations, Geneva,
","celebrada en el Palacio de las Naciones, Ginebra,
"
"on Thursday, 10 December 1992, at 10 a.m.
","el jueves 10 de diciembre de 1992, a las 10.00 horas
"
"Chairman: Mr. ALSTON
","Presidente: Sr. ALSTON
"
"CONTENTS
","SUMARIO
"
"Report of the Committee to the Economic and Social Council
","Informe del Comité al Consejo Económico y Social
"
"This record is subject to correction.
","La presente acta podrá ser objeto de correcciones.
"
"Corrections should be submitted in one of the working languages. They should be set forth in a memorandum and also incorporated in a copy of the record.
","Las correcciones deberán redactarse en uno de los idiomas de trabajo, presentarse en forma de memorando e incorporarse en un ejemplar del acta.
"
"They should be sent within one week of the date of this document to the Official Records Editing Section, room E.4108, Palais des Nations, Geneva.
","Deberán enviarse, dentro del plazo de una semana a contar de la fecha del presente documento, a la Sección de Edición de los Documentos Oficiales, Oficina E.4108, Palacio de las Naciones, Ginebra.
"
"Any corrections to the records of the meetings of the Committee at this session will be consolidated in a single corrigendum, to be issued shortly after the end of the session.
","Las correcciones que se introduzcan en las actas se reunirán en un documento único que se publicará poco después de la clausura del período de sesiones.
"
"GE.92-18869 (E)
","GE.92-18871 (S)
"
"The meeting was called to order at 10.35 a.m.
","Se declara abierta la sesión a las 10.35 horas.
"
"REPORT OF THE COMMITTEE TO THE ECONOMIC AND SOCIAL COUNCIL (agenda item 10) E/C.12/1992/CRP.1 and Add.1-4; E/C.12/1992/WP.14 and 19).
","INFORME DEL COMITE AL CONSEJO ECONOMICO Y SOCIAL (tema 10 del programa) E/C.12/1992/CRP.1 y Add.1 a 4; E/C.12/1992/WP.14 y 19)
"
"E/C.12/1992/CRP.1
","E/C.12/1992/CRP.1
"
"1. The CHAIRMAN said that he would not go through the document paragraph by paragraph.
","1. El PRESIDENTE dice que no analizará el documento párrafo por párrafo.
"
"Amendments would be made to paragraph 15 concerning two other reports by New Zealand.
","Se introducirán modificaciones en el párrafo 15 respecto de dos informes adicionales de Nueva Zelandia.
"
"2. Mr. SIMMA observed that in paragraph 15 mention was made of Germany under the second heading which read ""concerning articles 1 to 15"" whereas it belonged under the third heading concerning articles 13 to 15.
","2. El Sr. SIMMA observa que en el párrafo 15 se menciona a Alemania bajo el segundo epígrafe que dice ""sobre los artículos 1 a 15"", mientras que debería aparecer bajo el tercer epígrafe, relativo a los artículos 13 a 15.
"
"3. The CHAIRMAN explained that a number of minor corrections would be made to the document: the heading mentioned by Mr. Simma should read ""articles 13 to 15"" and the following heading should read ""articles 1 to 15"" because those reports were comprehensive.
","3. El PRESIDENTE explica que se introducirán diversas correcciones de menor importancia en el documento: el epígrafe mencionado por el Sr. Simma debe decir ""artículos 13 a 15"" y el epígrafe siguiente debe decir ""artículos 1 a 15"" porque esos informes son más completos.
"
"In addition, Mexico would be deleted from the list of countries in the paragraph and four countries, Belgium, Kenya, Lebanon and Surinam, would be included for consideration in the absence of any report.
","Además, debe eliminarse a México de la lista de países que aparecen en el párrafo y se incluirá a cuatro países -Bélgica, Kenya, Líbano y Suriname- cuyos informes se examinarán en caso de que no haya otros.
"
"4. Mr. NENEMAN said that a change was also needed in paragraph 4, which stated that Mr. Alvarez Vita had attended part of the session.
","4. El Sr. NENEMAN dice que también es necesario introducir un cambio en el párrafo 4, donde se dice que el Sr. Alvarez Vita ha asistido solamente a una parte del período de sesiones.
"
"5. Mrs. JIMENEZ BUTRAGUEÑO pointed out that in the Spanish text the first paragraph stated that only 18 States had ratified or acceded to the Covenant as at 11 December 1992.
","5. La Sra. JIMENEZ BUTRAGUEÑO señala que en el primer párrafo del texto español se afirma que al 11 de diciembre de 1992 sólo 18 Estados habían ratificado el Pacto o se habían adherido a él.
"
"6. The CHAIRMAN said that the Spanish text should read 118, as did the English text.
","6. El PRESIDENTE dice que el texto español debe decir 118, al igual que el texto inglés.
"
"7. Mr. SPARSIS called attention to paragraph 5 of the document which read ""The following specialized agencies were represented by observers: ILO, UNESCO and WHO"".
","7. El Sr. SPARSIS señala el párrafo 5 del documento en que se dice: ""Los siguientes organismos especializados estuvieron representados por observadores: Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura, Organización Internacional del Trabajo y Organización Mundial de la Salud"".
"
"In fact only WHO had been represented.
","En realidad, sólo estuvo representada la Organización Mundial de la Salud.
"
"8. Ms. PINET (World Health Organization) said that it was important that the specialized agencies should have more time to devote to cooperation with United Nations human rights bodies.
","8. La Sra. PINET (Organización Mundial de la Salud) dice que es importante que los organismos especializados puedan dedicar más tiempo a la cooperación con los órganos de derechos humanos de las Naciones Unidas.
"
"9. The CHAIRMAN agreed; the problem was how to bring that about.
","9. El PRESIDENTE está de acuerdo; el problema es cómo lograrlo.
"
"The Committee could decide in future to specify the number of meetings attended by each agency.
","El Comité podría decidir en el futuro especificar el número de sesiones a las que ha asistido cada organismo.
"
"10. Mrs. JIMENEZ BUTRAGUEÑO said that since WHO was the only specialized agency that had really been represented, it should at least be listed first and not last in the report.
","10. La Sra. JIMENEZ BUTRAGUEÑO dice que dado que la OMS es el único organismo especializado que ha estado representado, por lo menos debería ser mencionado en primer lugar en el informe y no en el último.
"
"11. The CHAIRMAN said that it would look strange not to use alphabetical order without offering any explanation of the reason for doing so.
","11. El PRESIDENTE señala que parecería extraño no utilizar el orden alfabético sin explicar el motivo.
"
"Alternatively, a sentence could be drafted in the report saying that, with the exception of WHO, the attendance of representatives of specialized agencies was sporadic at best, and that the Committee regretted that situation because it considered the involvement of the specialized agencies in its work to be of major importance.
","En cambio, podría incluirse una frase en el informe que dijera que, salvo en el caso de la OMS, la asistencia de representantes de organismos especializados fue esporádica en el mejor de los casos y que el Comité lo lamenta porque considera que la participación de los organismos especializados en su labor es de suma importancia.
"
"That observation would not appear in document E/C.12/1992/CRP.1 but later on, in the review of the Committee's work.
","Esa observación no aparecerá en el documento E/C.12/1992/CRP.1, sino más adelante, en el examen de la labor del Comité.
"
"He would submit a draft comment at the appropriate time.
","El orador presentará un proyecto de observación en un momento oportuno.
"
"12. Document E/C.12/1992/CRP.1, as amended, was adopted.
","12. Queda aprobado el documento E/C.12/1992/CRP.1 en su forma enmendada.
"
"E/C.12/1992/CRP.1/Add.1
","E/C.12/1992/CRP.1/Add.1
"
"Paragraphs 1-7
","Párrafos 1 a 7
"
"13. Paragraphs 1-7 were adopted.
","13. Quedan aprobados los párrafos 1 a 7.
"
"Paragraph 8
","Párrafo 8
"
